BJ Benowo - Kalimas Barat
BK Bangkingan - Karang Pilang
BP Balongpanggang - Pasar Turi
BUS D Purabaya - Bratang
BUS F Purabaya - Diponegoro - JMP
BUS P3 Sidoarjo - Semut
BUS P5 Purabaya - Dupak - JMP
C Pasar Loak - Karang Menjangan
D Joyoboyo - Sidorame
DA Kalimas Barat - Citra Raya
DKB DKB Dukuh Kupang - Benowo
DKM Dukuh Kupang - Menanggal
E Petojo - Balongsari
F Joyoboyo - Endrosono
G Joyoboyo - Karang Menjangan / Lakarsantri / Karang Pilang
GL Pasar Loak - Gadung
GS Gunung Anyar - Sidorame
H2 Pasar Wonokromo - Pagesangan
H2P Pasar Wonokromo - Term. Menanggal
H4 Pasar Wonokromo - Sedati
I Kupang - Benowo
J Joyoboyo - Kalianak
JBM Joyoboyo - Gunung Anyar
JM Joyo Boyo - Pasar Menganti
JMK Kenjeran - Kalimas Barat
JTK Joyoboyo - Tambak Klanggri
JTK2 Joyoboyo - Medokan Ayu
K Ujung Baru - Kalimas Barat / Pasar Loak
KAMAL Kamal - Burneh
L Ujung Baru - Tambak Oso Wilangun
LK Manukan Kulon - Kenjeran
LMJ Lakarsantri - Kalimas Barat
M Joyoboyo - Kalimas Barat
N Kalimas Barat - Bratang
O Tambak Wedi - Keputih
O1 Kalimas Barat - Keputih
P Joyoboyo - Kenjeran
P2 Purabaya - Indrapura - Tambak Oso Wilangun
P7 Purabaya - Tambak Oso Wilangun
Q Kalimas Barat - Bratang
R Kalimas Barat - Kenjeran
R2 JMP - Kenjeran
RBK Rungkut Barata - Kenjeran
RDK Dukuh Kupang - Benowo
RT Rungkut - Pasar Turi
S Joyoboyo - Kenjeran
T2 Joyoboyo - Kenjeran
TV Joyoboyo - Citra Raya / Manukan Kulon / Banjar Sugihan
U Joyoboyo - Wonorejo / Joyobekti
USP Ujung Baru - Petojo
V Joyoboyo - Tambakrejo
W Dukuh Kupang - Karang Menjangan
WB Wonosari - Bratang
WK Wilangon - Keputih
WL Bulak Banteng - Dukuh Kupang
Y Joyoboyo - Demak
Z Kalimas Barat - Benowo
Z1 Benowo - Ujung Baru
