stop_name
Jalan Sidorame 35
Jalan Nyamplungan 258
Jalan Pegirian 26
Jalan Waspada 42
Halte Tugu Pahlawan
Jalan Semarang 118
Jalan Semarang 36
Jalan Raya Arjuno 27
Kupang Krajan B
Simpang Kartini
Jalan Raya Diponegoro 58
Jalan Darmo Raya 139
Jalan Raya Wonokromo 107
Jalan Wonokromo
Jalan Gunung Sari
