stop_name
"Jalan Raya Sedati Gede, 65"
"Jalan Raya Tropodo, 57"
"Jalan Raya Rungkut Menanggal, 10"
Jalan Rungkut Tengah 64
Rungkut Industri Kidul 2
Sampoerna
Polsek Tenggilis 2
Kutisari 2
Kendangsari 2
Jemursari Pos 2
Jemursari Selatan 2
Simpang Jemur Andayani 2
Raya Jemursari 2
Jalan Raya Malang - Surabaya 36
Rsi A.Yani
Jalan Wonokromo Pasar VI 4
Halte Joyoboyo 1
Jalan Wonokromo Pasar Baru 1-C
