stop_name
Jalan Kenjeran 120
Jalan Tambak Segaran 86
Jalan Tambaksari 65
Jalan Ambengan 59
Jalan Wijaya Kusuma 34
Jalan Gubeng Pojok 77
Plaza Surabaya 1
Halte Panglima Sudirman
Intiland Tower
Urip Sumoharjo 2
Bca Darmo
Halte Santa Maria
Jalan Darmo Raya 110
Jalan Darmo Raya 139
Jalan Raya Wonokromo 107
