stop_name
Jalan Petojo
"Jalan Tambang Boyo, 2"
Jalan Dharmawangsa 21
Halte Unair B
"Jalan Dharmawangsa, 83"
Halte Kertajaya 1
Halte Kertajaya 2
"Jalan Kertajaya, 132"
"Jalan Manyar Sambongan, 18"
Jalan Raya Ngagel Jaya 21
"Jalan Ngagel Jaya, 99"
Pasar Krukah
"Jalan Ngagel Jaya Selatan, 20"
Tmp Ngagel 2
Jalan Ngagel Rejo Kidul 4
Spbu Ngagel
Stasiun Wonokromo
Jalan Wonokromo Pasar VI 4
Jalan Wonokromo
Jalan Gunung Sari
