stop_name
Jembatan Merah
Jalan Jembatan Merah 26
Bca Veteran
Halte Tugu Pahlawan
Jalan Peneleh 116
Jalan Peneleh 60-62
Jalan Makam Peneleh 23
Pengampon I 2
Jalan Ngaglik 3-5
Ngaglik Gang Buntu 85
Jalan Kapas Krampung 162b
Jalan Pacar Kembang I 5
Universitas Airlangga Kampus A
Smkn 5 Surabaya
Jalan Raya Dharma Husada Indah 17
Jalan Kertajaya Indah Tengah 26 B
Gebang Putih 46
Jalan Arief Rachman Hakim 152
Jalan Arief Rachman Hakim 32
Jalan Keputih Tegal 52
Jalan Medokan Keputih 25
