stop_name
Swk Gunung Anyar
Jalan Raya Rungkut Madya 135
Jalan Raya Rungkut Madya 83
Rungkut Asri Utara XIII 65
Jalan Mejoyo II 21
Jalan Rungkut Mejoyo Selatan III 40
Jalan Raya Tenggilis Mejoyo 16
Jalan Panjang Jiwo 42
Sman 16
Prapen 1
Jalan Sidosermo V 18
Jalan Bendul Merisi 56
Jalan Jenderal Ahmad Yani 37-C
Jalan Wonokromo Pasar VI 4
Jalan Gunung Sari 14
