stop_name
Jalan Tenggumung Wetan 115
Jalan Bulak Jaya
Jalan Wonosari Wetan Baru 18
Jalan Wonosari Lor I 33
Jalan Wonosari Lor 3
Makam Pegirian
Jalan Nyamplungan 258
Jalan Pragoto 11
Jalan Sidonipah
Jalan Simolawang Baru 59
Jalan Kapasari 102
Jalan Kapasari 24
Jalan Ngaglik 3-5
Jalan Tambaksari 65
Jalan Tambaksari 6
Jalan Pacar Keling 4a
Jalan Residen Sudirman 2
Rs Husada Utama
Universitas Airlangga Kampus A
Jalan Karang Menjangan 75
Jalan Airlangga 35
Jalan Dharmawangsa 21
Jalan Srikana 30
Jalan Menur Abm 2a
Halte Samsat Manyar
Jalan Manyar Kertoarjo 77
Jalan Klampis Jaya 64
Jalan Menur Pumpungan 26
Jalan Raya Manyar 5k
Jalan Raya Manyar 71
Manyar
Terminal Bratang
