stop_name
Jalan Kalimas Baru 124
Jalan Kalimas Baru 87a
Jalan Kalimas Baru 7-8
Jalan Kalimas Baru 59
Jalan Sisingamangaraja 46
Torawitan
Hotel Berlian International
Jalan Gresik Gadukan Timur 45
Jalan Gresik Gadukan Timur 176
Jalan Kalianak Timur 155
Jalan Kalianak Timur 55
Jalan Greges Timur 65
Jalan Margomulyo 63-A
Margomulyo 1
Jalan Tambak Osowilangun 61b
Jalan Tambak Osowilangun 19
Jalan Tambak Osowilangun 28
Jalan Tambak Osowilangun 168
Terminal Osowilangun
