stop_name
Jalan Tol Surabaya - Gresik 40a
Jalan Tol Surabaya - Gresik 56
Jalan Dupak Rukun 58
Jalan Asem Rowo 21
Jalan Kalibutuh 227
Jalan Tidar 115
Jalan Tidar 110-D
Jalan Anjasmoro 22-24
Jalan Kedung Doro 137 A
Jalan Kampung Malang Utara I 18-A
Jalan Kupang Segunting I
Jalan Teuku Umar 31
Jalan Imam Bonjol 92
Jalan Imam Bonjol 125
Jalan Cimanuk 7
Jalan Raya Diponegoro 1-A
Jalan Darmo Raya 139
Jalan Wonokromo
Jalan Gunung Sari
