stop_name
Jembatan Merah
Jalan Jembatan Merah 26
Bca Veteran
Halte Tugu Pahlawan
Jalan Kramat Gantung 155
Jalan Gemblongan 58-62
Jalan Genteng Kali 89-91
Jalan Ambengan 30
Jalan Jaksa Agung Suprapto 7
Jalan Walikota Mustajab 59
Jalan Gubeng Pojok 77
Jalan Gubeng Pojok 27
Jalan Raya Gubeng 1
Igor's Pastry
"Jalan Sulawesi, 69a"
Jalan Kertajaya 49
Jalan Raya Menur 41
Jalan Raya Menur
Jalan Raya Manyar 5k
Jalan Raya Manyar 71
Manyar
Terminal Bratang
