stop_name
Terminal Dukuh Kupang
Simpang Dukuh Kupang 1
Kua Sawahan
Jalan Dukuh Kupang Timur X A
Seberang Sdn Pakis 5
Puskesmas Pakis 1
Pasar Burung Kupang 1
Butulan B
Seberang Masjid Ianatut Tholibin
Pasar Surya Simogunung
Pos Paud Terpadu
Pondok Pesantren Sunan Kalijaga
Smk Pgri 10
Gpdi Jemaat Immanuel
Jalan Raya Satelit Indah
Simpang Tanjungsari Sukomanunggal
Samsat Tandes 1
Stasiun Tandes 2
Simpang Margomulyo Tandes
Spbu Balongsari
Sdn Bibis
Simpang Manukan Kulon Wetan
Grand Pakuwon
Stadion Galing 2
Sdn Banjar Sugihan
Jalan Raya Kandangan 24
Kantor Kelurahan Kandangan B
Rs Bunda 2
Gang Sdn Klakah Rejo 2
Jalan Sememi Jaya 1c
Indomaret Sememi
Polsek Benowo B
Jalan Kendung
Sma Wachid Hasyim 1
Tpu Babat Jerawat
Sekolah Wijaya Putra
Benowo Indah 2
Kantor Kecamatan Pakal B
Spbu Pakal 2
Stasiun Benowo B
Rs Islam Darus Syifa
Pasar Benowo 2
Sdn Benowo 1
Terminal Benowo
