stop_name
Jalan Gunung Sari 22
Jalan Gunung Sari 1
Spbu Ngagel
Jalan Raya Ngagel 154-156
Ngagel 2
Jalan Raya Ngagel 89
Jalan Sulawesi 19
Simpang Raya Gubeng Bali
Jalan Raya Gubeng 2
Jalan Kusuma Bangsa
Jalan Kusuma Bangsa 60
Jalan Kusuma Bangsa 23
Jalan Kusuma Bangsa 63 B
Jalan Kapasari 39
Jalan Simokerto 15
Jalan Sidotopo Lor 31
Jalan Sidotopo Lor 107
Jalan Sidorame 35
Puskesmas Pegirian
Jalan Wonosari Lor 3
Jalan Wonosari Lor 84-86
Jalan Wonosari Lor 102
