stop_name
Jalan Abdul Latif
Jalan Wiratno 54
Jalan Wiratno 1
Jalan Kenjeran 612-D
Jalan Raya Mulyosari 19
Jalan Raya Mulyosari 2
"Jalan Kejawan Putih Tambak, 48"
"Jalan Kejawan Putih Tambak, 8"
Jalan Arief Rachman Hakim 32
Jalan Arief Rachman Hakim 152
"Jalan Klampis Jaya Madya, 1-F"
Jalan Raya Manyar 5k
Jalan Raya Manyar 71
Manyar
Jalan Ngagel Jaya Utara 116
Pasar Krukah
"Jalan Ngagel Jaya Selatan, 20"
Tmp Ngagel 2
Upa Jiwa
Jalan Raya Ngagel 154-156
Spbu Ngagel
Stasiun Wonokromo
Jalan Wonokromo Pasar VI 4
Kbs
