stop_name
Jalan Abdul Latif
Jalan Pantai Kenjeran 2
Jalan Kyai Tambak Deres 280
Jalan Kyai Tambak Deres 57
Jalan Kyai Tambak Deres 10
Jalan Kedung Cowek 194
Jalan Pogot 84
Jalan Platuk 23-26
Jalan Sidotopo Wetan 34
Jalan Sidotopo Wetan 16
Jalan Kenjeran 120
Jalan Simokerto 15
Jalan Simolawang Baru 59
Jalan Sombo 4
Jalan Pegirian 190
Jalan Kh Mas Mansyur 36
Jalan Jembatan Merah 26
Bca Veteran
Halte Masjid Kemayoran
Jalan Krembangan Barat 35
Jalan Krembangan Timur 30-A
"Jalan Kasuari, 3"
