stop_name
Terminal Dukuh Kupang
Pasar Dukuh Kupang
Simpang Dukuh Kupang 1
Kelurahan Putat Jaya
"Jalan Putat Jaya Baru, 18"
"Jalan Putat Jaya, 36"
"Jalan Putat Jaya Sekolahan, 1"
"Jalan Simo Gunung Kramat Timur, 53"
"Jalan Simo Kwagean Kuburan, 36"
"Jalan Simo Kwagean Kuburan, 15"
Pasar Surya Simogunung
Pos Paud Terpadu
Pondok Pesantren Sunan Kalijaga
Seberang Pondok Pesantren Sunan Kalijaga
"Jalan Simo Mulyo, 75"
"Jalan Simorejo Timur Ii, 2"
"Jalan Simorejo, 80"
"Jalan Simorejo, 46"
"Jalan Asem Mulya, 40"
"Jalan Dupak Rukun, 82"
"Jalan Tol Surabaya - Gresik, 40a"
Jalan Tol Surabaya - Gresik 56
Jalan Demak 287
Jalan Demak 381
"Jalan Gresik Gadukan Timur, 64"
Jalan Ikan Belanak
Spil
Gereja Pantekosta B
Jalan Rajawali 56
Belakang Penjara 15
"Jalan Kebalen Timur, 79"
"Jalan Kalimas Baru, 10a"
"Jalan Benteng Miring, 6"
Kecamatan Semampir 1
Puskesmas Pegirian
Jalan Wonokusumo 73
"Jalan Tenggumung Karya Lor, 33"
"Jalan Tenggumung Karya Lor, 81"
Sdn VI - VII Wonokusumo
Jalan Bulaksari IV
Sd Muhammadiyah 21
Jalan Bulaksari VIII
Masjid Riyadhul Muslimin
"Jalan Dukuh Bulak Banteng, 110"
Yayasan Al Ichsan
Pangkalan Bulak Banteng
