stop_name
Jalan Raya Rungkut Madya 27
Rungkut Asri Utara XIII 65
Jalan Raya Kalirungkut 70
Jalan Raya Rungkut Lor 7
Jalan Panjang Jiwo 42
Jalan Barata Jaya XIX 44
Ruko Barata Jaya
Pegadaian Bratang Binangun
Ubaya Ngagel
Jalan Ngagel Jaya Utara 116
Jalan Kali Bokor I 5-7
"Jalan Sulawesi, 69a"
Simpang Raya Gubeng Bali
Embong Kemiri
Intiland Tower
Halte Basuki Rahmat
Halte Kaliasin
Jalan Embong Malang 36
Jalan Blauran 36-40
Jalan Bubutan 15
Jalan Bubutan 91
Halte Pasar Turi
