stop_name
Jalan Cipta Menanggal III 11
Jalan Dukuh Menanggal III 39
Jalan Menanggal Utara 12
Jalan Mesjid Agung Timur 4
Jalan Pagesangan Baru IV 5
Jalan Kebonsari Tengah 7a
Jalan Kebonsari Tengah 2
Jalan Jambangan Kebon Agung 33
Gang Satu
Jalan Kebon Agung 34
Jalan Ketintang Barat 52-56
Jalan Karang Rejo X 35
Jalan Jetis Kulon I 15-17
Jalan Wonokromo Pasar VI 4
Jalan Raya Malang - Surabaya 86
Jalan Wonokromo Pasar Baru 1-C
