stop_name
Jalan Kalimas Baru 124
Jalan Kalimas Baru 87a
Jalan Kalimas Baru 7-8
Jalan Kalimas Baru 59
Jalan Sultan Iskandar Muda 10e
Jalan Nyamplungan 258
Jalan Pegirian 190
Jalan Kertopaten 11-C
Jalan Kampung Seng 24
Jalan Simolawang Baru I 1-A
Jalan Kapasari 102
Jalan Kapasari 24
Jalan Ngaglik 3-5
Ngaglik Gang Buntu 85
Jalan Tambaksari 65
Jalan Tambaksari 6
Jalan Residen Sudirman 2
Rs Husada Utama
Jalan Petojo
