stop_name
Jalan Abdul Latif
"Jalan Raya Pantai Lama, 4-10"
"Jalan Pantai Kenjeran, 1816"
Jalan Nambangan 120a
Gang II 28
Jalan Kedungmangu Timur 127
Jalan Wonokusumo 73
Makam Pegirian
Jalan Sidonipah
Jalan Waspada 42
Jembatan Merah
