stop_name
Terminal Osowilangun
Jalan Tambak Osowilangun 168
Jalan Tambak Osowilangun 28
Jalan Tambak Osowilangun 19
Jalan Tambak Osowilangun 61b
Jalan Margomulyo 63-A
Jalan Margomulyo 49
Halte Taman Makam Pahlawan 1
Halte Darmo Park 1
Jalan Mayjen Sungkono 68
Jalan Adityawarman 96
Jalan Kutai 34
Jalan Raya Diponegoro 1-A
Jalan Darmo Raya 139
Jalan Raya Wonokromo 107
Jalan Jenderal Ahmad Yani 37-C
Jalan Jenderal Ahmad Yani 66
Jalan Raya Malang - Surabaya 23
Jalan Raya Malang - Surabaya 199
Jalan Jenderal Ahmad Yani 275
Jalan Barata Jaya XIX 44
Jalan Letjend Sutoyo 315
Jalan Letjend Sutoyo 140a
Jalan Letjend Sutoyo 112a
Jalan Letjend Sutoyo 69-80
