stop_name
Terminal Tanjung Perak
Jalan Perak Timur 512
Jalan Perak Timur 356
Jalan Perak Timur 212
Hotel Berlian International
Jalan Gresik Gadukan Timur 45
Jalan Kalianak Timur 155
Jalan Greges Timur 65
Jalan Margomulyo 63-A
Jalan Raya Waru 39
Jalan Raya Manukan Kulon 18
Jalan Raya Kandangan 24
Indomaret Sememi
Kampus Wijaya Putra
Spbu Pakal 2
Terminal Benowo
