stop_name
Terminal Dukuh Kupang
Jalan Dukuh Kupang Barat XVI 17-21
Jalan Raya Dukuh Kupang Barat 107
Halte Taman Makam Pahlawan 1
Halte Taman Makam Pahlawan
Jalan Bundaran Satelit
Jalan Raya Kupang Indah
Jalan Kupang Jaya 8
Darmo Baru Barat A
Jalan Raya Darmo Permai III 21
Jalan Raya Darmo Selatan
Jalan Raya Satelite Indah 1
Stasiun Tandes 2
Jalan Raya Darmo Indah 12
Jalan Bumi Indah 68
Jalan Candi Lontar Wetan 2-8
Jalan Candi Lontar Kidul 20
Jalan Manukan Tama 33
Jalan Raya Jelidro Barat 77
Jalan Raya Bungkal 95
Jalan Raya Sawo 28
Jalan Raya Klakah Rejo 25
Indomaret Sememi
Kampus Wijaya Putra
Spbu Pakal 2
Terminal Benowo
