stop_name
Jalan Rungkut Barata V 3
Jalan Rungkut Tengah 64
Jalan Rungkut Mapan Utara 2
Rungkut Asri Utara XIII 65
Jalan Raya Kedung Asem 80-90
Swk Penjaringan Sari
Kantor Kelurahan Penjaringan Sari
Jalan Raya Kendalsari 3a
Merr Semampir A
Jalan Semampir Tengah 62
Semolowaru Masjid A
Semolowaru B
Jalan Bratang Jaya 98
Jalan Semolowaru Utara 5 15-19
Jalan Deles 11
Jalan Gebang Putih 10
Jalan Kertajaya Indah Timur VII 5
Jalan Raya Mulyosari 201
Jalan Sukolilo Larangan VI 76
Jalan Abdul Latif
