stop_name
Terminal Dukuh Kupang
Puskesmas Dukuh Kupang
Indomaret Dukuh Kupang 62
Kelurahan Putat Jaya
Putat Jaya Lebar B
Seberang Kupang Gunung Timur 1
Pasar Kupang Gunung
Masjid Baitul Imin 1
Seberang Sdn Banyu Urip
Jalan Tempel Sukorejo V
Vihara Dhammadipa
Jalan Pandegiling I
Masjid Faskho
Urip Sumoharjo 1
Halte Basuki Rahmat
Bank Jatim
Jalan Embong Gayam
Sono Kembang 2
Galeri Indosat
Jalan Sumatera
Smp - Sma Giki 2 Surabaya
Cimb Niaga
Taman Lansia Surabaya
Kpp Pratama Surabaya Gubeng
Monumen Kapal Selam
Plaza Surabaya 1
Plaza Surabaya 2
Rs Husada Utama
Universitas Airlangga Kampus A
Simpang Dharmahusada Karang Menjangan
Alfamart Dharmahusada
Smkn 5 Surabaya
Superindo Dharmahusada
Pangkalan Dharmahusada
