stop_name
Jalan Sidorame 35
Jalan Sidotopo Kidul 53
Jalan Pragoto 11
Jalan Sombo 4
Jalan Kampung Seng 24
Jalan Kapasan Samping III 2
Jalan Bunguran 52a
Jalan Kalisari I 21
Jalan Wijaya Kusuma 34
Jalan Gubeng Pojok 77
Jalan Gubeng Pojok 27
Jalan Raya Gubeng 1
Persimpangan Biliton Bangka
Igor's Pastry
Bagong Pasar II A 3
Jalan Raya Ngagel 89
Ngagel Jaya Selatan
Ubaya Ngagel
Manyar
Nginden B
Jalan Raya Panjang Jiwo Permai 2
Jalan Prapen Indah Timur I 18
Jalan Raya Jemur Sari 258
Jalan Prapen Indah 12
T M. Blok Ka 15
Jalan Raya Kalirungkut 2
Jalan Raya Rungkut Lor 71
Jalan Rungkut Asri Utara I 9
Jalan Rungkut Asri 24
Jalan Raya Rungkut Madya 83
Jalan Raya Rungkut Madya 135
Swk Gunung Anyar
