stop_name
Jembatan Merah
Jalan Jembatan Merah 26
Bca Veteran
Halte Masjid Kemayoran
Kementerian Keuangan
Halte Indrapura
Jalan Indrapura 23
Gereja Pantekosta A
Jalan Gresik Gadukan Timur 45
Jalan Kalianak Timur 155
Jalan Greges Timur 65
Jalan Margomulyo 63-A
Jalan Margomulyo 49
Jalan Raya Waru 39
Masjid Baitul Ihsan
Simpang Margomulyo Tandes
Spbu Balongsari
Sdn Bibis
Grand Pakuwon
Sdn Banjar Sugihan
Jalan Raya Kandangan 24
Kantor Kelurahan Kandangan B
Rs Bunda 2
Gang Sdn Klakah Rejo 2
Jalan Sememi Jaya 1c
Indomaret Sememi
Polsek Benowo B
Jalan Kendung
Tpu Babat Jerawat
Sekolah Wijaya Putra
Benowo Indah 2
Kantor Kecamatan Pakal B
Spbu Pakal 2
Stasiun Benowo B
Rs Islam Darus Syifa
Pasar Benowo 2
Sdn Benowo 1
Terminal Benowo
